"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","broker_name","input","property_url","listing_url"
"447","65398478","525 Marine St UNIT 12, La Jolla, CA 92037","32.83728","-117.27774","1650000.0","USD","2.0","3.0","1336.0 sqft","","1650010","7925","4","","False","https://photos.zillowstatic.com/fp/0160dccc95628cdfc58f5640f6472ad4-p_e.jpg","Condo for sale","DuPre Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/525-Marine-St-UNIT-12-La-Jolla-CA-92037/65398478_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"525","16835260","8537 Via Mallorca, La Jolla, CA 92037","32.861256","-117.23192","868000.0","USD","2.0","2.0","1137.0 sqft","","868003","3499","31","","False","https://photos.zillowstatic.com/fp/769302cd6b7ce37f2372e9362e36ed47-p_e.jpg","Condo for sale","Pinnacle Real Estate Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8537-Via-Mallorca-La-Jolla-CA-92037/16835260_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"96","16834999","8976 Cliffridge Ave, La Jolla, CA 92037","32.869694","-117.24205","1895000.0","USD","2.0","4.0","1740.0 sqft","","1904100","6073","","","False","https://photos.zillowstatic.com/fp/4454d274f522d0071bffcdfafa2f3b8d-p_e.jpg","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8976-Cliffridge-Ave-La-Jolla-CA-92037/16834999_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"772","65239742","550 Front St UNIT 3102, San Diego, CA 92101","32.71107","-117.16515","2650000.0","USD","3.0","3.0","1999.0 sqft","","2650018","9219","21","","False","https://photos.zillowstatic.com/fp/2f21bd3c2c3798880b2f19350c8ddec7-p_e.jpg","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/550-Front-St-UNIT-3102-San-Diego-CA-92101/65239742_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"282","16850598","6423 Avenida Cresta, La Jolla, CA 92037","32.825417","-117.27777","4495000.0","USD","5.0","5.0","3362.0 sqft","","4411800","15803","24","","False","https://photos.zillowstatic.com/fp/0cd43ced8f89f61341445a2ae36793bb-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6423-Avenida-Cresta-La-Jolla-CA-92037/16850598_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"705","64882368","3845 Elijah Ct UNIT 625, San Diego, CA 92130","32.946083","-117.2331","665000.0","USD","1.0","1.0","704.0 sqft","","665600","2700","","","False","https://photos.zillowstatic.com/fp/7919625c66b14ec45921c10810ca44ae-p_e.jpg","Condo for sale","Town & Country Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3845-Elijah-Ct-UNIT-625-San-Diego-CA-92130/64882368_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"684","2065421428","830-832 Jamaica Ct, San Diego, CA 92109","32.77359","-117.2521","2375000.0","USD","4.0","4.0","1960.0 sqft","","","7500","171","","False","https://photos.zillowstatic.com/fp/671b550565d49e35429fdb4e2fb1a8aa-p_e.jpg","Multi-family home for sale","Sandy Beach Rentals","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/830-832-Jamaica-Ct-San-Diego-CA-92109/2065421428_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"570","63776141","4860 Rolando Ct UNIT 81, San Diego, CA 92115","32.76754","-117.05816","350000.0","USD","1.0","1.0","571.0 sqft","","358600","2152","25","","False","https://photos.zillowstatic.com/fp/43d9ddbc78dae073af35f5ed96e8768e-p_e.jpg","Condo for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4860-Rolando-Ct-UNIT-81-San-Diego-CA-92115/63776141_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"124","2058855190","4919-21 Hawley Blvd, San Diego, CA 92116","32.761646","-117.11948","1295000.0","USD","2.0","4.0","1568.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/fee7d7a6fc1a1eeb1a082a89dfe227bf-p_e.jpg","House for sale","Pemberley Realty Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4919-21-Hawley-Blvd-San-Diego-CA-92116/2058855190_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"444","17193865","5649 Easton Ave, San Diego, CA 92120","32.79421","-117.07332","849900.0","USD","1.0","3.0","1346.0 sqft","","849906","3497","","","False","https://photos.zillowstatic.com/fp/c394b493d43b4d62e70152904afcac4b-p_e.jpg","House for sale","DOLAN REALTY COMPANY","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5649-Easton-Ave-San-Diego-CA-92120/17193865_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"134","99572988","8121 Silverwind Dr, San Diego, CA 92127","33.022358","-117.143524","5299000.0","USD","8.0","6.0","6110.0 sqft","","3337500","11504","1","","False","https://photos.zillowstatic.com/fp/f00c142005ae1dd09b361fb0584c3a2b-p_e.jpg","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8121-Silverwind-Dr-San-Diego-CA-92127/99572988_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"299","45648893","3503 Addison St, San Diego, CA 92106","32.725212","-117.23636","1550000.0","USD","3.0","4.0","1981.0 sqft","","1550008","6000","11","","False","https://photos.zillowstatic.com/fp/91199ec9866d7aadd8418b73fcb66abd-p_e.jpg","House for sale","Premiere Estates International","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3503-Addison-St-San-Diego-CA-92106/45648893_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"617","63565483","425 W Beech St UNIT 1203, San Diego, CA 92101","32.72089","-117.16606","745000.0","USD","1.0","2.0","822.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/e6ce98dbf35da70d1bb9a520e605240d-p_e.jpg","Condo for sale","Willis Allen Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/425-W-Beech-St-UNIT-1203-San-Diego-CA-92101/63565483_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"27","16932433","2441 Bartel St, San Diego, CA 92123","32.789547","-117.12947","949900.0","USD","2.0","3.0","1056.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/f43e80ecd14a6db429cbdd908b702c81-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2441-Bartel-St-San-Diego-CA-92123/16932433_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"25","89225920","3129 Calle Abajo SPACE 148, San Diego, CA 92139","32.664883","-117.06582","280000.0","USD","2.0","3.0","1620.0 sqft","","258200","3266","","","False","https://photos.zillowstatic.com/fp/bd878efc001c8813f4486a20975f449a-p_e.jpg","Home for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3129-Calle-Abajo-SPACE-148-San-Diego-CA-92139/89225920_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"657","16917641","3735 Budd St, San Diego, CA 92111","32.811424","-117.15699","999000.0","USD","2.0","3.0","1050.0 sqft","","977100","3534","","","False","https://photos.zillowstatic.com/fp/2669d4e926e262c23dc445b590c3549a-p_e.jpg","House for sale","CA-RES","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3735-Budd-St-San-Diego-CA-92111/16917641_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"577","2059955881","4275-4275 Swift Ave UNIT 7, San Diego, CA 92104","32.747288","-117.119316","595000.0","USD","2.0","2.0","908.0 sqft","","","","46","","False","https://photos.zillowstatic.com/fp/be661ecae0dde79b04e38eb54382cf64-p_e.jpg","Condo for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4275-4275-Swift-Ave-UNIT-7-San-Diego-CA-92104/2059955881_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"318","16855929","5511 La Jolla Hermosa Ave, La Jolla, CA 92037","32.813026","-117.26699","1789000.0","USD","2.0","2.0","1123.0 sqft","","1789012","5396","","","False","https://photos.zillowstatic.com/fp/32a85da40c4ff2b6b43be4ef9b27d8db-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5511-La-Jolla-Hermosa-Ave-La-Jolla-CA-92037/16855929_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"474","16925198","4010 Crown Point Dr, San Diego, CA 92109","32.794464","-117.23081","1525000.0","USD","3.0","3.0","1635.0 sqft","","1525006","5636","","","False","https://photos.zillowstatic.com/fp/6a9690da028bf79c2190c420e1554e32-p_e.jpg","House for sale","eXp Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4010-Crown-Point-Dr-San-Diego-CA-92109/16925198_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"214","16745390","16235 Avenida Nobleza, San Diego, CA 92128","33.00956","-117.0777","995000.0","USD","2.0","3.0","1416.0 sqft","","918300","3679","","","False","https://photos.zillowstatic.com/fp/763b61918a99a747dbdbb3ad3e85f619-p_e.jpg","Coming soon","USA Realty and Loans","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/16235-Avenida-Nobleza-San-Diego-CA-92128/16745390_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"358","16986894","5220 Le Barron Rd, San Diego, CA 92115","32.77115","-117.0925","1849999.0","USD","4.0","4.0","2744.0 sqft","","1844860","6997","","","False","https://photos.zillowstatic.com/fp/a5f285026f7c1f21a4911f693b48198e-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5220-Le-Barron-Rd-San-Diego-CA-92115/16986894_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"374","82924259","402 63rd St SPACE 166, San Diego, CA 92114","32.708755","-117.06391","225000.0","USD","2.0","3.0","1296.0 sqft","","226400","2999","7","","False","https://photos.zillowstatic.com/fp/3a217c66ed88c2e384901c8da85e0356-p_e.jpg","Home for sale","Century 21 Award","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/402-63rd-St-SPACE-166-San-Diego-CA-92114/82924259_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"635","16913617","3982 Ecochee Ave, San Diego, CA 92117","32.815804","-117.20398","1399000.0","USD","2.0","3.0","1188.0 sqft","","1399003","3995","10","","False","https://photos.zillowstatic.com/fp/e33f607fe93407bc05bd8e9648a16a5b-p_e.jpg","House for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3982-Ecochee-Ave-San-Diego-CA-92117/16913617_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"136","63659352","8275 Station Village Ln UNIT 3408, San Diego, CA 92108","32.773003","-117.146545","799990.0","USD","2.0","2.0","1274.0 sqft","","799994","3495","","","False","https://photos.zillowstatic.com/fp/2ed2d1ba4aabfc15e1a5d870302a5a94-p_e.jpg","Condo for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8275-Station-Village-Ln-UNIT-3408-San-Diego-CA-92108/63659352_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"41","17125266","1051 Worthington St, San Diego, CA 92114","32.713097","-117.02046","699999.0","USD","2.0","4.0","1440.0 sqft","","703000","3499","","","False","https://photos.zillowstatic.com/fp/141a339bf53e223a96e02601b7cc352e-p_e.jpg","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1051-Worthington-St-San-Diego-CA-92114/17125266_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"47","82931150","6460 Convoy Ct SPACE 165, San Diego, CA 92117","32.83712","-117.17022","274900.0","USD","2.0","3.0","1120.0 sqft","","274900","3452","","","False","https://photos.zillowstatic.com/fp/f7cbba831d61f94d08ee1e60bf818027-p_e.jpg","Home for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6460-Convoy-Ct-SPACE-165-San-Diego-CA-92117/82931150_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"110","16867800","10065 Rue Chantemar, San Diego, CA 92131","32.900448","-117.06737","2100000.0","USD","3.0","5.0","3258.0 sqft","","2100006","5307","","","False","https://photos.zillowstatic.com/fp/2b856f3fbdc529b59c1b78b495853b1a-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/10065-Rue-Chantemar-San-Diego-CA-92131/16867800_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"667","16925539","1720 Moorland Dr, San Diego, CA 92109","32.787483","-117.234955","3195000.0","USD","3.0","4.0","3788.0 sqft","","3082332","11743","","","False","https://photos.zillowstatic.com/fp/167bebb5dafc21d2f6ea378416c412f0-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1720-Moorland-Dr-San-Diego-CA-92109/16925539_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"361","99599477","8159 Doug Hl, San Diego, CA 92127","32.983444","-117.141556","8495000.0","USD","7.0","6.0","9300.0 sqft","","7987800","33561","","","False","https://photos.zillowstatic.com/fp/e221c067b1432acd0db5de5e296734e7-p_e.jpg","House for sale","Real Estate Office of Rancho","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8159-Doug-Hl-San-Diego-CA-92127/99599477_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"465","16742296","17518 Ashburton Rd, San Diego, CA 92128","33.03175","-117.077225","860000.0","USD","3.0","3.0","1599.0 sqft","","847177","3499","","","False","https://photos.zillowstatic.com/fp/5cb4bb230dc3f536821faebff8f91934-p_e.jpg","Townhouse for sale","Sotheby's International Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17518-Ashburton-Rd-San-Diego-CA-92128/16742296_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"303","16941520","5858 Riley St, San Diego, CA 92110","32.76773","-117.18774","1150000.0","USD","1.0","3.0","1066.0 sqft","","804300","3811","1","","False","https://photos.zillowstatic.com/fp/2a55971cb23e5ec70426592d161e9fba-p_e.jpg","House for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5858-Riley-St-San-Diego-CA-92110/16941520_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"71","17084702","2921 Imperial Ave, San Diego, CA 92102","32.706085","-117.131516","550000.0","USD","5.0","5.0","1006.0 sqft","","555000","3170","3","","False","https://photos.zillowstatic.com/fp/569739da7002b6c77dfd73e052a780e1-p_e.jpg","House for sale","Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2921-Imperial-Ave-San-Diego-CA-92102/17084702_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"389","17194699","7374 Laura Ct, San Diego, CA 92120","32.803787","-117.07846","1099000.0","USD","2.0","4.0","1369.0 sqft","","1099140","3936","","","False","https://photos.zillowstatic.com/fp/f80684b8af68003844498eea02ca5fc0-p_e.jpg","House for sale","Gail Feldman Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7374-Laura-Ct-San-Diego-CA-92120/17194699_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"399","16850110","357 Playa Del Sur APT 1, La Jolla, CA 92037","32.829517","-117.27786","1899000.0","USD","3.0","3.0","1470.0 sqft","","1899009","7337","","","False","https://photos.zillowstatic.com/fp/83d0c34ebd00fc7e18e32ee1fb152881-p_e.jpg","Condo for sale","Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/357-Playa-Del-Sur-APT-1-La-Jolla-CA-92037/16850110_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"51","17165359","3081 Magellan St, San Diego, CA 92154","32.583076","-117.06583","649900.0","USD","2.0","4.0","1196.0 sqft","","661700","3423","","","False","https://photos.zillowstatic.com/fp/99e65801ed04f4ec1ddcaae1d30af711-p_e.jpg","House for sale","Century 21 Award","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3081-Magellan-St-San-Diego-CA-92154/17165359_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"156","16842165","2861 Arnoldson Ave, San Diego, CA 92122","32.85122","-117.224655","1650000.0","USD","4.0","5.0","2676.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/231e9366a5134328eb518b868b0b881f-p_e.jpg","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2861-Arnoldson-Ave-San-Diego-CA-92122/16842165_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"219","140623983","2750 Wheatstone St SPACE 63, San Diego, CA 92111","32.793076","-117.1784","149500.0","USD","","0.0","832.0 sqft","","","1800","65","","False","https://photos.zillowstatic.com/fp/6c3262136eedbb658d6b0213fffb7507-p_e.jpg","Home for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2750-Wheatstone-St-SPACE-63-San-Diego-CA-92111/140623983_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"19","2058992505","2424 Sumac Dr, San Diego, CA 92105","32.731297","-117.10324","799999.0","USD","2.0","6.0","2016.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/e577091c2f5819666602b55e87a400a9-p_e.jpg","Coming soon","Rise Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2424-Sumac-Dr-San-Diego-CA-92105/2058992505_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"604","17061633","3225 Newell St UNIT 6, San Diego, CA 92106","32.73112","-117.22743","985000.0","USD","2.0","3.0","1347.0 sqft","","990915","4570","","","False","https://photos.zillowstatic.com/fp/b2800ee69b6ec4a16cffaa2c483dbbe3-p_e.jpg","Condo for sale","Paul Hartley Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3225-Newell-St-UNIT-6-San-Diego-CA-92106/17061633_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"211","17170993","1487 Signal Ave, San Diego, CA 92154","32.56963","-117.09332","800000.0","USD","2.0","4.0","1491.0 sqft","","804102","3486","","","False","https://photos.zillowstatic.com/fp/d95fb72b8cec9a6f41274d1dbafd16e9-p_e.jpg","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1487-Signal-Ave-San-Diego-CA-92154/17170993_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"24","16910541","1421 Beryl St, San Diego, CA 92109","32.805336","-117.24593","1199000.0","USD","1.0","2.0","1013.0 sqft","","1293800","4705","","","False","https://photos.zillowstatic.com/fp/91c13367be35e9f7effa562984ce3fa4-p_e.jpg","House for sale","KRC Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1421-Beryl-St-San-Diego-CA-92109/16910541_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"98","2105326272","4257 3rd Ave UNIT 101, San Diego, CA 92103","32.754826","-117.16201","899000.0","USD","3.0","2.0","1503.0 sqft","","","3891","","","False","https://photos.zillowstatic.com/fp/32dfd6e7d74a2b877a086e0c41eb4e62-p_e.jpg","Condo for sale","Horizon Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4257-3rd-Ave-UNIT-101-San-Diego-CA-92103/2105326272_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
